path,language,extension,physical_lines,blank_lines,comment_lines,code_lines,category
tests/legacy/phase2_databasev3.py,Python,.py,346,52,101,193,legacy/archived
tests/legacy/phase2_databasev4.py,Python,.py,320,48,102,170,legacy/archived
tests/legacy/phase2_serial_test.py,Python,.py,96,16,25,55,legacy/archived
tests/legacy/raw_serial_diagnostic/raw_serial_diagnostic.ino,Arduino/C++,.ino,22,5,0,17,legacy/archived
tests/test_attendance_parsing.py,Python,.py,37,8,0,29,active
tests/test_attendance_processor.py,Python,.py,96,25,0,71,active
tests/test_attendance_refresh.py,Python,.py,23,8,0,15,active
tests/test_attendance_ui_regressions.py,Python,.py,51,10,0,41,active
tests/test_attendance_ui_utils.py,Python,.py,38,10,0,28,active
tests/test_auto_port_probe.py,Python,.py,61,19,0,42,active
tests/test_bfeas_app2_import.py,Python,.py,13,4,0,9,active
tests/test_database_features.py,Python,.py,24,8,0,16,active
tests/test_database_reset.py,Python,.py,29,7,0,22,active
tests/test_dialog_handlers.py,Python,.py,33,9,0,24,active
tests/test_firmware_helper.py,Python,.py,18,6,0,12,active
tests/test_gui_demo.py,Python,.py,293,48,212,33,active
tests/test_gui_settings_integration.py,Python,.py,214,41,144,29,active
tests/test_gui_shutdown.py,Python,.py,56,10,0,46,active
tests/test_mode_exclusivity.py,Python,.py,73,13,0,60,active
tests/test_project_structure.py,Python,.py,25,6,0,19,active
tests/test_qt_attendance_page.py,Python,.py,30,9,0,21,active
tests/test_qt_settings_logs.py,Python,.py,33,9,0,24,active
tests/test_qt_shell.py,Python,.py,47,11,0,36,active
tests/test_qt_students_page.py,Python,.py,44,10,0,34,active
tests/test_qt_thread_exception_handling.py,Python,.py,32,9,0,23,active
tests/test_reports_page_import.py,Python,.py,24,5,0,19,active
tests/test_responsive_layout.py,Python,.py,34,10,0,24,active
tests/test_serial_troubleshooting.py,Python,.py,17,4,0,13,active
tests/test_settings_persistence.py,Python,.py,37,10,0,27,active
tests/test_settings_toggles.py,Python,.py,176,28,118,30,active
tests/test_theme_switching.py,Python,.py,47,17,0,30,active
tests/test_type_hints.py,Python,.py,23,5,0,18,active
tests/test_vidpid_normalization.py,Python,.py,29,8,3,18,active
tests/whs_dashboard.py,Python,.py,532,90,64,378,active
tools/_database_refactor.py,Python,.py,733,135,104,494,active
tools/archive_unused_python.py,Python,.py,35,5,0,30,active
tools/build_portable.bat,Shell,.bat,36,4,0,32,active
tools/copilot_forensic_search.py,Python,.py,57,5,0,52,active
tools/debug_db_connections.py,Python,.py,38,7,5,26,active
tools/list_files.bat,Shell,.bat,4,0,0,4,active
tools/portable_bootstrap.bat,Shell,.bat,24,3,0,21,active
tools/serial_handler_connect_probe.py,Python,.py,24,4,0,20,active
tools/serial_pipeline_tester.py,Python,.py,194,37,2,155,active
tools/serial_worker_probe.py,Python,.py,78,20,0,58,active
tools/verify_gui_startup.py,Python,.py,21,5,0,16,active
